alpha,beta,delta,gamma,type,name,hurst,obs,date_min,date_max,stdev,avg,kurtosis,skewness,min,max,q_1,q_2_5,q_5,q_10,q_25,q_50,q_75,q_90,q_95,q_97_5,q_99,cv,range,std_range,var_01,var_025,var_05,var_10,es_01,es_025,es_05,es_10,rho,Factor1,Factor2,Factor3
1.654593015,0.138840576,-0.051950504,1.096639622,Stock,CA,0.473937488,1005,10/21/2014,10/16/2018,0.013830556,0.000496095,33.58496635,1.776454462,-0.108089964,0.171015457,-0.036039965,-0.028621206,-0.01907469,-0.013076498,-0.005172983,0.000889637,0.006248302,0.01332211,0.018668067,0.023547288,0.031590292,27.87887221,0.279105421,20.18034714,0.036039965,0.028621206,0.01907469,0.013076498,0.050405424,0.039554945,0.031334195,0.023504491,-0.044281898,-0.18764445,0.011535036,-0.894860718
1.761814009,0.027290574,-0.06038706,1.019206851,Stock,CAG,0.417861444,1005,10/21/2014,10/16/2018,0.013163156,0.000289073,9.964591142,-0.260739053,-0.089282928,0.103134079,-0.034817867,-0.026534419,-0.018578272,-0.013009576,-0.006373534,0.000255056,0.007220248,0.013510388,0.019383874,0.025158621,0.032741667,45.53580512,0.192417008,14.6178473,0.034817867,0.026534419,0.018578272,0.013009576,0.053402686,0.039223904,0.030479417,0.023046291,-0.016936274,-0.248203251,-0.035485748,-0.819035755
1.717102476,0.162428184,-0.097421589,1.055175774,Stock,CAH,0.393733407,1005,10/21/2014,10/16/2018,0.017024545,-0.000340183,44.94348384,-3.815709776,-0.241091801,0.057965736,-0.048950491,-0.033753553,-0.023440848,-0.015994268,-0.006831478,0.00037647,0.008325603,0.0162584,0.021652162,0.026728367,0.034281294,-50.04521081,0.299057537,17.56625746,0.048950491,0.033753553,0.023440848,0.015994268,0.088664959,0.059422008,0.043465226,0.031500701,-0.061220681,-0.051033714,1.72783663,-1.270526275
1.808141739,0.100274083,-0.006991022,1.103873115,Stock,CAT,0.680845408,1005,10/21/2014,10/16/2018,0.016037194,0.000422073,2.678584638,-0.173975511,-0.074546211,0.075670935,-0.043751156,-0.033472363,-0.025063336,-0.018214564,-0.007704773,0.000398367,0.009068536,0.019587821,0.023957768,0.031868176,0.041961974,37.99623808,0.150217146,9.366797616,0.043751156,0.033472363,0.025063337,0.018214564,0.057507623,0.046133163,0.037313388,0.029254999,0.026383557,-0.256025555,-0.40364765,1.34441953
1.84663011,0.071128029,-0.379207054,1.067326491,Stock,CB,0.536956618,1005,10/21/2014,10/16/2018,0.010111727,0.000171758,2.183908092,-0.236824761,-0.04953953,0.043310006,-0.026559145,-0.020899779,-0.015962925,-0.011896675,-0.005329416,0.000436946,0.005964038,0.012158229,0.016041033,0.018814643,0.025753303,58.87212392,0.092849536,9.182361915,0.026559145,0.020899779,0.015962925,0.011896675,0.035017389,0.028482176,0.023491665,0.01864277,-0.022024695,-0.518007359,-0.445163075,-0.304408448
1.824715408,0.033318302,-0.021757562,1.009877198,Stock,CBOE,0.632557799,1005,10/21/2014,10/16/2018,0.01238331,0.000602362,7.737145701,-0.962590457,-0.109942078,0.040073199,-0.032004061,-0.023112593,-0.018070603,-0.013321155,-0.006200254,0.001248351,0.007755893,0.013801309,0.018826515,0.025454287,0.032184596,20.55791319,0.150015277,12.1143118,0.032004061,0.023112593,0.018070603,0.013321155,0.049411701,0.037270969,0.028821692,0.022056106,0.074786476,-0.713854695,-0.054968292,1.830593218
1.765166069,0.15867883,-0.347606802,1.086325686,Stock,CBRE,0.514893246,1005,10/21/2014,10/16/2018,0.016307639,0.00031124,4.495070329,-0.436204429,-0.094277761,0.085536375,-0.051060006,-0.033920223,-0.025873266,-0.018148007,-0.007553246,0.000856617,0.008976403,0.01748886,0.024756159,0.031215018,0.038199676,52.39567175,0.179814135,11.02637429,0.051060006,0.033920223,0.025873266,0.018148007,0.063827263,0.049731902,0.039407713,0.030610119,0.050939945,-0.186463503,-0.101252987,0.798937385
1.897817038,-0.009202189,0.018349098,1.034886901,Stock,CBS,0.554337978,1005,10/21/2014,10/16/2018,0.015366528,2.90E-05,1.88299592,-0.028722256,-0.063137356,0.086994201,-0.041723279,-0.031416178,-0.024014331,-0.017582523,-0.009192659,0.00019972,0.009203246,0.018009285,0.024622243,0.03134587,0.037924021,530.3155497,0.150131557,9.770037933,0.041723279,0.031416178,0.024014331,0.017582523,0.050017566,0.041747855,0.034704757,0.027538956,-0.023568223,-0.008456395,-0.698462948,-0.482868413
1.799616981,0.011943372,0.136475075,1.057905529,Stock,CCI,0.398115232,1005,10/21/2014,10/16/2018,0.011243459,0.000258289,3.792132267,-0.52023227,-0.063481833,0.048562088,-0.035094732,-0.0222843,-0.016436722,-0.011934239,-0.005438278,0.000186853,0.006576909,0.012725899,0.017598905,0.021423054,0.027904333,43.53052584,0.112043921,9.965253405,0.035094732,0.0222843,0.016436723,0.011934239,0.045482032,0.034626783,0.027116997,0.020501275,0.008807441,-0.417039447,-0.139139726,-0.586990966
1.799754996,0.195220624,-0.332262614,1.061067031,Stock,CCL,0.413465651,1005,10/21/2014,10/16/2018,0.014776691,0.000495291,3.748814673,-0.647947097,-0.082769153,0.059007745,-0.042973154,-0.031534657,-0.023813275,-0.01565552,-0.006847608,0.000959309,0.008991476,0.017369826,0.022016862,0.027601712,0.035667523,29.83435855,0.141776897,9.594630892,0.042973154,0.031534657,0.023813275,0.01565552,0.057442974,0.045536936,0.0364363,0.027726985,-0.04805422,0.038602855,-0.165032117,-1.377611149
1.738170708,0.210322593,-0.164239828,1.043864865,Stock,CDNS,0.510652109,1005,10/21/2014,10/16/2018,0.014265216,0.000882325,8.977867436,0.30125154,-0.074473868,0.113729734,-0.045038014,-0.027447451,-0.022270274,-0.013546313,-0.005754229,0.00101,0.008532237,0.015027493,0.020920705,0.02575736,0.033164278,16.16775603,0.188203601,13.19318247,0.045038014,0.027447451,0.022270274,0.013546313,0.053716499,0.041500833,0.033368722,0.025340677,-0.02512094,-0.187734063,-0.200651658,-0.356579282
1.791375722,0.121818654,-0.301726433,1.113571065,Stock,CELG,0.501007064,1005,10/21/2014,10/16/2018,0.019535787,-0.000087208,9.703372927,-0.914440943,-0.17874816,0.101785696,-0.049241725,-0.041127247,-0.030088665,-0.022457176,-0.009137935,0.000453064,0.010268844,0.022195487,0.028349783,0.034955393,0.042765925,-224.013806,0.280533856,14.35999763,0.049241725,0.041127247,0.030088665,0.022457177,0.076086549,0.058105073,0.046696382,0.036324624,0.000483102,0.185736747,0.03271598,-0.135141443
1.784520515,0.200156295,-0.484720901,1.050530633,Stock,CERN,0.523638163,1005,10/21/2014,10/16/2018,0.014867117,9.82E-05,4.284886762,-0.362036449,-0.08803166,0.075189621,-0.043895972,-0.031080345,-0.024705484,-0.016242395,-0.007420311,0.000744148,0.008406144,0.016766903,0.022052032,0.025971065,0.035978243,151.3784419,0.163221281,10.97867737,0.043895972,0.031080345,0.024705484,0.016242395,0.056171384,0.044636417,0.036346344,0.028016279,-0.010133345,-0.147454993,-0.217757818,-0.097320665
1.831205643,0.070667491,-0.286645457,1.08709558,Stock,CF,0.622676608,1005,10/21/2014,10/16/2018,0.024906747,5.15E-05,2.378576485,-0.178516156,-0.134697302,0.114832824,-0.066746865,-0.051388017,-0.040740378,-0.029350081,-0.013253586,0.000878177,0.013799953,0.028689657,0.038847557,0.048596177,0.066750877,483.2613368,0.249530125,10.01857557,0.066746865,0.051388017,0.040740379,0.029350081,0.085672661,0.069982654,0.057513731,0.04585055,0.005547089,0.672892096,-0.547576001,0.45097479
1.841262166,0.092575582,-0.196396271,1.02475069,Stock,CFG,0.590900732,1005,10/21/2014,10/16/2018,0.016549237,0.000464938,3.209735062,-0.529257708,-0.103253028,0.058303453,-0.046596719,-0.035489885,-0.026123499,-0.017973316,-0.008976029,0.001414599,0.010044824,0.019992336,0.024951393,0.031368384,0.044344518,35.59447294,0.161556481,9.76217114,0.046596719,0.035489885,0.026123499,0.017973316,0.062896515,0.049130948,0.039438482,0.030563779,0.008421092,-0.05555711,-0.358341544,0.427469005
1.838359742,0.077727194,-0.292224772,1.037065083,Stock,CHD,0.502084649,1005,10/21/2014,10/16/2018,0.011085815,0.000517138,4.802816669,-0.820537738,-0.068539482,0.042174886,-0.028526751,-0.022576251,-0.016386279,-0.011978542,-0.005546249,0.000954792,0.006832991,0.013179741,0.017080552,0.021523675,0.024665875,21.43684794,0.110714368,9.987029739,0.028526751,0.022576252,0.016386279,0.011978542,0.045268098,0.033274305,0.026373732,0.020184244,0.033445624,-0.589128183,-0.145058031,0.359157188
1.722812303,0.128024913,0.024427523,1.103197823,Stock,CHRW,0.454255215,1005,10/21/2014,10/16/2018,0.013272124,0.000309909,5.020132919,-0.847513679,-0.089370873,0.047497557,-0.039992263,-0.029021574,-0.021377081,-0.01388821,-0.005736442,0.000670956,0.007073743,0.014965297,0.020605002,0.025539037,0.032370002,42.82586527,0.13686843,10.3124738,0.039992263,0.029021574,0.021377081,0.01388821,0.056455224,0.042835424,0.033706693,0.02534868,0.008111937,-0.330236813,0.142858889,-0.001527284
1.798065989,-0.057077306,0.289243783,1.096555515,Stock,CHTR,0.542747328,1005,10/21/2014,10/16/2018,0.01770767,0.000769292,5.383809955,0.007505306,-0.124188746,0.111776761,-0.040130583,-0.033316679,-0.02645274,-0.018642351,-0.008392246,0.000109953,0.00984449,0.021122196,0.028455667,0.037060412,0.05024279,23.01815142,0.235965507,13.32560989,0.040130583,0.033316679,0.026452741,0.018642351,0.059732402,0.046385139,0.038085891,0.030074023,-0.049643759,0.155690882,-0.4243053,-0.700588589
1.784705106,-0.063200746,0.308538491,1.040487552,Stock,CI,0.62673213,1005,10/21/2014,10/16/2018,0.01499788,0.000845715,8.778267455,-0.392244679,-0.121651512,0.111003263,-0.040465273,-0.026176527,-0.020080996,-0.015350219,-0.006581095,0.0007668,0.00912515,0.017767625,0.02302214,0.028624388,0.03866986,17.73396766,0.232654775,15.51251106,0.040465273,0.026176527,0.020080996,0.015350219,0.059577253,0.04427527,0.033601493,0.025666763,-0.008941996,-0.284445999,-0.141044894,0.549040515
1.819294214,0.10482185,-0.304272141,1.036585194,Stock,CINF,0.460136355,1005,10/21/2014,10/16/2018,0.011016884,0.00045238,4.367796088,-0.660481478,-0.068811599,0.045958262,-0.028869098,-0.022496742,-0.017043615,-0.011992614,-0.005177647,0.000789747,0.007022173,0.012056,0.017127463,0.022232396,0.027538098,24.35314093,0.114769862,10.4176337,0.028869099,0.022496742,0.017043615,0.011992614,0.042973643,0.032991901,0.026064358,0.020267393,0.011115871,-0.496805802,-0.167098128,-0.199034944
1.750736631,0.181696181,-0.137179283,1.122389895,Stock,CL,0.430501235,1005,10/21/2014,10/16/2018,0.01034908,-0.000030209,4.477800388,-0.227340503,-0.053578839,0.058309411,-0.029616305,-0.021575934,-0.017053503,-0.011906631,-0.004743919,0.000133869,0.005328232,0.011378982,0.01512176,0.019048153,0.025420681,-342.5811874,0.11188825,10.81142005,0.029616305,0.021575934,0.017053503,0.011906631,0.039528896,0.03128403,0.025102897,0.019564769,-0.030505492,-0.442383106,-0.134317287,-0.833631553
1.79761246,0.151046245,-0.145947534,1.091588493,Stock,CLX,0.498688675,1005,10/21/2014,10/16/2018,0.010885719,0.000417567,4.657063383,-0.692965062,-0.069486711,0.059887725,-0.033208617,-0.022122467,-0.017618152,-0.011184724,-0.004986623,0.000847935,0.006314272,0.012364678,0.017011586,0.020770144,0.024425547,26.06938477,0.129374436,11.88478524,0.033208617,0.022122467,0.017618152,0.011184724,0.043530637,0.034033489,0.026752768,0.02041974,0.023948076,-0.587641808,-0.088483564,0.313846129
1.807704844,0.136844865,-0.069181473,1.060933809,Stock,CMA,0.60101645,1005,10/21/2014,10/16/2018,0.016970462,0.000646985,3.181778278,-0.659754454,-0.105660321,0.059448157,-0.048188073,-0.037722577,-0.028278928,-0.017946633,-0.00798777,0.001224939,0.010467364,0.020237666,0.027043032,0.032656905,0.041182291,26.23006173,0.165108478,9.729168171,0.048188073,0.037722577,0.028278928,0.017946633,0.064338123,0.051770801,0.042443795,0.032318899,0.031467613,-0.105012978,-0.225254464,0.947360291
1.821601509,0.05478417,0.030482761,1.075707793,Stock,CMCSA,0.451484712,1005,10/21/2014,10/16/2018,0.013375368,0.000337289,3.240269686,-0.539740185,-0.076637748,0.057829862,-0.04070871,-0.026208281,-0.020551484,-0.014877355,-0.006605011,0.000568182,0.007807997,0.015512351,0.020936262,0.026391422,0.031068415,39.6555213,0.13446761,10.05337647,0.04070871,0.026208281,0.020551484,0.014877355,0.052510092,0.040600515,0.031851251,0.024790681,-0.017225516,-0.188644424,-0.240498354,-0.729741179
1.771586662,0.056315048,0.139496194,1.153839091,Stock,CME,0.440338408,1005,10/21/2014,10/16/2018,0.012209224,0.00080373,1.949590056,-0.11087994,-0.047105129,0.058556478,-0.034529988,-0.02673723,-0.019816818,-0.013238292,-0.005035865,0.000835871,0.007036333,0.015756424,0.02065277,0.02457896,0.032813102,15.190713,0.105661607,8.654244026,0.034529988,0.02673723,0.019816818,0.013238292,0.03906259,0.034104501,0.028754032,0.02218746,-0.072795082,-0.141914565,-0.350429868,-1.493735383
1.639964045,0.052245269,0.102980961,1.067609017,Stock,CMG,0.577632185,1005,10/21/2014,10/16/2018,0.021631741,-0.00040666,17.66146568,0.370608957,-0.157615334,0.218656624,-0.066873936,-0.043383821,-0.030541709,-0.021234535,-0.009824508,9.16E-05,0.008859589,0.02120081,0.027741878,0.041579431,0.055592791,-53.19361611,0.376271957,17.39443736,0.066873936,0.043383821,0.030541709,0.021234535,0.09189351,0.068725344,0.051977415,0.038388789,0.016838182,0.198501499,0.236555221,0.837147589
1.758044256,0.078484897,-0.10828866,1.121316613,Stock,CMI,0.664431075,1005,10/21/2014,10/16/2018,0.014968165,0.000118345,4.871429092,-0.555887817,-0.09099302,0.07345378,-0.043937703,-0.029724592,-0.023150828,-0.01637297,-0.006969195,0.000358972,0.00761927,0.017349845,0.023137537,0.02951131,0.033524476,126.4788428,0.164446799,10.98643666,0.043937703,0.029724592,0.023150828,0.01637297,0.060133511,0.046437573,0.036182714,0.028041728,0.012670096,-0.362878045,-0.086940389,1.242121578
1.865421206,0.242219754,-0.895408418,1.072260798,Stock,CMS,0.4285813,1005,10/21/2014,10/16/2018,0.010545074,0.000457663,1.848473765,-0.638275747,-0.045390977,0.031766901,-0.03265249,-0.022453534,-0.017478621,-0.01261644,-0.005026147,0.001037647,0.006958062,0.012811169,0.016273977,0.019391188,0.023490052,23.04111675,0.077157879,7.316959515,0.03265249,0.022453534,0.017478621,0.01261644,0.040057927,0.030953549,0.02564904,0.020221143,0.008894661,-0.451556777,-0.324994476,-0.554121081
1.739271701,-0.041534772,0.334755169,1.078952351,Stock,CNC,0.611593526,1005,10/21/2014,10/16/2018,0.020517235,0.001290919,13.83098408,-1.523294439,-0.2117936,0.077058919,-0.059265878,-0.040509649,-0.027478213,-0.019826,-0.008322306,0.001264328,0.011525532,0.02393694,0.031866416,0.040482788,0.050055903,15.8935175,0.288852519,14.07853021,0.059265878,0.040509649,0.027478213,0.019826,0.090494325,0.065847368,0.049656167,0.036573385,-0.031544192,0.19932228,0.399448504,0.280417842
1.873249579,0.174328874,-0.778088332,1.069668995,Stock,CNP,0.651731604,1005,10/21/2014,10/16/2018,0.012263507,0.000163716,1.611472849,-0.3826189,-0.058398633,0.04117723,-0.034887259,-0.02442167,-0.021130735,-0.015447831,-0.006419352,0.000954103,0.00768697,0.014235037,0.018993875,0.021926412,0.030879238,74.90714447,0.099575864,8.119689279,0.034887259,0.02442167,0.021130735,0.015447831,0.04334097,0.034452657,0.028516041,0.023277562,-0.062207405,-0.296168589,-0.550024925,-0.265025732
1.801595028,0.00154037,0.224862438,1.078509516,Stock,COF,0.489391576,1005,10/21/2014,10/16/2018,0.015271732,0.00017957,9.562260553,-0.766754755,-0.14065466,0.082082158,-0.04075377,-0.029132273,-0.023262554,-0.016459615,-0.007530729,0.000122117,0.00822191,0.016883405,0.02371293,0.028899877,0.037181418,85.04607411,0.222736818,14.58490837,0.04075377,0.029132273,0.023262554,0.016459615,0.060940614,0.044774664,0.035399911,0.027295335,0.033295583,-0.247841394,-0.007278501,0.296037282
1.802869905,-0.017642852,0.06173669,1.088618438,Stock,COG,0.547959238,1005,10/21/2014,10/16/2018,0.022187753,-0.00025302,2.929451158,-0.113260434,-0.111881312,0.101948261,-0.058907649,-0.044646407,-0.034139027,-0.025607252,-0.011834416,-0.000351362,0.011505821,0.025863511,0.034359208,0.043538664,0.061906556,-87.69160362,0.213829573,9.637279219,0.058907649,0.044646407,0.034139027,0.025607252,0.081000511,0.062664455,0.050959408,0.040419733,-0.080274217,0.681265523,-0.463314578,-1.184456713
1.683756547,0.007904561,0.058424257,1.076051181,Stock,COL,0.55016331,1005,10/21/2014,10/16/2018,0.010937146,0.000564301,6.200218434,-0.151391375,-0.065400618,0.065614623,-0.032280867,-0.021802481,-0.015936149,-0.01050969,-0.004516803,0.000335879,0.005764533,0.011633209,0.017194794,0.022190211,0.033284002,19.38177449,0.131015241,11.97892389,0.032280867,0.021802481,0.015936149,0.01050969,0.042897283,0.032455544,0.02538426,0.019210282,-0.025305283,-0.554175286,-0.007498947,0.182248661
1.778047753,0.072943472,-0.051813499,1.062488957,Stock,COO,0.598391195,1005,10/21/2014,10/16/2018,0.013913129,0.000546614,5.365679491,-0.224248596,-0.086032739,0.086880264,-0.04094053,-0.030157149,-0.020659216,-0.014424101,-0.006559112,0.001004808,0.007883868,0.015740765,0.020765215,0.027570516,0.034110826,25.45329895,0.172913004,12.42804616,0.04094053,0.03015715,0.020659216,0.014424101,0.053057785,0.041332421,0.033120615,0.025083614,-0.010570934,-0.30830825,-0.234774752,0.388007487
1.825832323,-0.087892544,0.356831459,1.070379114,Stock,COP,0.577191433,1005,10/21/2014,10/16/2018,0.020360613,6.94E-05,2.218622836,-0.027470747,-0.096638295,0.092572792,-0.055419654,-0.042489598,-0.030868944,-0.02228393,-0.011283618,0,0.011031104,0.02480545,0.032596888,0.043346546,0.05517719,293.4982116,0.189211088,9.292995859,0.055419654,0.042489598,0.030868944,0.02228393,0.069113675,0.05602451,0.04633601,0.036422551,0.017620337,0.272091892,-0.53857864,0.412803372
1.735641601,0.009454796,0.105169945,1.077753872,Stock,COST,0.452094933,1005,10/21/2014,10/16/2018,0.011512995,0.000569786,5.604838147,-0.730558886,-0.074637833,0.051721285,-0.036950411,-0.021647041,-0.016304581,-0.012195294,-0.004894695,0.000714329,0.006405693,0.013745049,0.017754827,0.022097858,0.032698146,20.20582071,0.126359118,10.97534757,0.036950411,0.021647041,0.016304581,0.012195294,0.050729968,0.03663018,0.02778809,0.020880628,0.050719599,-0.592695721,0.119409588,0.585684709
1.726439336,0.151008711,-0.241105837,1.021767096,Stock,COTY,0.515512527,1005,10/21/2014,10/16/2018,0.021973999,-0.000378301,10.7825999,0.914826393,-0.107952528,0.176546796,-0.057602464,-0.043235671,-0.031638308,-0.023077947,-0.010935589,-0.000349834,0.010752845,0.02130504,0.027807104,0.034168842,0.052185794,-58.08594293,0.284499323,12.947089,0.057602464,0.043235671,0.031638308,0.023077947,0.078581467,0.061575587,0.049460921,0.038674619,0.041467437,0.253457688,-0.280516413,0.501339591
1.720753937,-0.009747215,-0.123883431,1.075897353,Stock,CPB,0.614039784,1005,10/21/2014,10/16/2018,0.014171672,-0.000106778,13.22410866,-1.311456233,-0.132002784,0.089878644,-0.034978985,-0.025902627,-0.019387755,-0.015098475,-0.006669525,0.000631329,0.006574679,0.014268923,0.02031579,0.02533772,0.033945607,-132.7211489,0.221881429,15.65668717,0.034978985,0.025902627,0.019387755,0.015098475,0.067915856,0.046777274,0.034713175,0.025858925,-0.006950033,-0.454504126,0.431064107,0.803073761
1.752646769,0.092945425,-0.19782777,1.049375095,Stock,CPRT,0.61288427,1005,10/21/2014,10/16/2018,0.013427984,0.00116503,20.45331835,-0.539505433,-0.14371232,0.111039108,-0.032915048,-0.02295227,-0.018340679,-0.012475539,-0.005023874,0.001139334,0.008034084,0.014603667,0.019759583,0.024112324,0.034746542,11.52587468,0.254751429,18.97168037,0.032915048,0.02295227,0.018340679,0.012475539,0.050139976,0.037053007,0.028775308,0.021960355,0.002252465,-0.52318579,0.169215378,0.727034752
1.670528467,0.155470814,-0.062690346,1.076561249,Stock,CRM,0.452472071,1005,10/21/2014,10/16/2018,0.017666439,0.000962721,9.025706718,-0.13723213,-0.138475557,0.110848834,-0.048072599,-0.033855372,-0.027714325,-0.017446949,-0.006438816,0.000962663,0.0098355,0.018466816,0.027286821,0.033737444,0.049972956,18.35053842,0.249324392,14.11288315,0.048072599,0.033855373,0.027714325,0.017446949,0.067591906,0.052127012,0.041436945,0.031683532,-0.082569599,0.242618497,0.051179117,-1.380070758
1.728176664,0.065583174,0.16310604,1.078705809,Stock,CSCO,0.501466711,1005,10/21/2014,10/16/2018,0.013262137,0.00068883,6.750987156,0.058694644,-0.074881628,0.092033544,-0.040647307,-0.026515347,-0.020121476,-0.013348921,-0.005366739,0.000586368,0.007564951,0.015047475,0.020644036,0.024539101,0.031315914,19.25312286,0.166915172,12.58584299,0.040647307,0.026515347,0.020121476,0.013348921,0.050100768,0.039687244,0.031199876,0.023733063,-0.028129587,-0.263511686,-0.149665235,-0.373081623
1.817281778,0.08075852,-0.106488432,1.065584689,Stock,CSX,0.578893829,1005,10/21/2014,10/16/2018,0.017528087,0.000763777,21.22983658,1.545749182,-0.07950486,0.210262612,-0.04138518,-0.033996783,-0.025893219,-0.018363141,-0.008314904,0.000418761,0.009844719,0.01929324,0.02589027,0.032709911,0.041595264,22.94921278,0.289767472,16.53160831,0.04138518,0.033996783,0.025893219,0.018363141,0.054336894,0.044762871,0.037325863,0.029322146,-0.031316994,0.113632339,-0.626490068,-0.505881826
1.700928899,0.110044977,-0.220631368,1.07105732,Stock,CTAS,0.417494565,1005,10/21/2014,10/16/2018,0.012039715,0.001006686,9.207677749,0.717224185,-0.060541625,0.092394455,-0.030435906,-0.021960619,-0.017520282,-0.011453462,-0.004728158,0.001209968,0.006605273,0.012504854,0.017890812,0.023269105,0.033469509,11.95975265,0.152936081,12.70263308,0.030435906,0.021960619,0.017520282,0.011453462,0.042088013,0.032531017,0.025982769,0.020164885,-0.03728618,-0.302756707,-0.219643005,-1.034656546
1.687346601,-0.014466502,-0.080524013,1.060243201,Stock,CTL,0.484613591,1005,10/21/2014,10/16/2018,0.020062627,-0.000623078,6.280538539,-0.039907828,-0.133954521,0.123162183,-0.062583486,-0.043074319,-0.029006223,-0.021445805,-0.010394058,-0.000284754,0.008748919,0.019179129,0.029312037,0.039359805,0.051293294,-32.19924114,0.257116704,12.81570479,0.062583486,0.04307432,0.029006223,0.021445805,0.076847344,0.061596141,0.048323118,0.036820452,0.042993585,0.136223574,0.008589794,0.617398569
1.68889284,0.171563365,-0.293407367,1.137802941,Stock,CTSH,0.510730789,1005,10/21/2014,10/16/2018,0.015422629,0.000520315,10.61314138,-0.746543706,-0.142192187,0.077548997,-0.038768623,-0.028969857,-0.022954607,-0.015764477,-0.006069523,0.000894997,0.007614043,0.016468452,0.02149922,0.028963548,0.049222239,29.64094679,0.219741184,14.24797188,0.038768623,0.028969857,0.022954607,0.015764477,0.062164194,0.045684436,0.035756687,0.027296169,-0.032219146,-0.177683732,0.240308088,-0.205715205
1.680900701,0.022528012,-0.07558583,1.053405696,Stock,CTXS,0.419342211,1005,10/21/2014,10/16/2018,0.015742849,0.000692892,8.681576399,-0.20249335,-0.105899113,0.113696048,-0.044813011,-0.032377809,-0.022163012,-0.015002238,-0.006475842,0.001122773,0.008292496,0.015922229,0.023627001,0.029974319,0.038911896,22.72049995,0.219595161,13.94888292,0.044813011,0.032377809,0.022163012,0.015002238,0.064875056,0.04837991,0.037104097,0.027658742,-0.066429792,0.055820878,0.10070121,-1.342507698
1.748541341,0.16533572,-0.145811113,1.035364215,Stock,CVS,0.523912583,1005,10/21/2014,10/16/2018,0.014325964,-0.000102999,8.106648865,-1.154237438,-0.125834913,0.052286452,-0.042003428,-0.031036775,-0.022940712,-0.014869772,-0.006922536,0.000497389,0.007882676,0.014832864,0.020724177,0.026802755,0.034226049,-139.0883651,0.178121365,12.43346466,0.042003428,0.031036775,0.022940712,0.014869772,0.060749637,0.046876866,0.037143351,0.027680122,-0.022090959,-0.227849495,0.188177253,-0.077349884
1.762511369,-0.000711093,0.167908854,1.11367283,Stock,CVX,0.570736046,1005,10/21/2014,10/16/2018,0.014333161,5.23E-05,1.887135099,-0.067999532,-0.057275517,0.060391242,-0.040792386,-0.032235376,-0.023965738,-0.016062775,-0.007072545,0,0.007453216,0.015748385,0.023582641,0.032193522,0.039154192,273.9155505,0.117666759,8.209407186,0.040792386,0.032235376,0.023965738,0.016062775,0.048047569,0.040491289,0.03385576,0.026502871,0.013375074,-0.278497433,-0.341043604,0.612631728
1.803447868,0.134669762,-0.369262268,1.078954521,Stock,CXO,0.419785283,1005,10/21/2014,10/16/2018,0.024034906,0.00037277,4.096825708,-0.257990013,-0.163332265,0.116202351,-0.06172558,-0.051234188,-0.038078883,-0.027209848,-0.011564157,0.000339971,0.013846618,0.026658483,0.036750206,0.046826369,0.056552403,64.47647803,0.279534616,11.63036013,0.06172558,0.051234188,0.038078883,0.027209848,0.083398463,0.067891362,0.056549334,0.044548677,-0.018090874,0.775646864,-0.349725463,-1.098624658
1.873763642,0.171472981,-0.504226187,1.061990106,Stock,D,0.484511258,1005,10/21/2014,10/16/2018,0.010284288,3.97E-05,2.198450605,-0.621546319,-0.059830183,0.032331583,-0.030262846,-0.022734682,-0.017013099,-0.011692346,-0.005338259,0.000428956,0.006472488,0.012427487,0.015608479,0.018829985,0.021920671,258.8512227,0.092161766,8.961414137,0.030262846,0.022734682,0.017013099,0.011692346,0.038001584,0.031093955,0.025388221,0.019722002,-0.03237066,-0.419466184,-0.374580365,-0.83206701
1.873400354,0.05110697,-0.462533835,1.100587133,Stock,DAL,0.445548568,1005,10/21/2014,10/16/2018,0.018087693,0.000385807,1.534655712,-0.223985407,-0.085233246,0.070126568,-0.049877069,-0.036650663,-0.029961121,-0.021228525,-0.009705527,0.001191225,0.010513418,0.021207993,0.030293527,0.035265611,0.045526757,46.88277952,0.155359814,8.589255244,0.049877069,0.036650663,0.029961121,0.021228525,0.059160382,0.048970295,0.04137503,0.033298594,0.011351309,0.220176914,-0.566764111,-0.600734427
1.736851766,-0.028004113,0.024083145,1.073455661,Stock,DE,0.562293977,1005,10/21/2014,10/16/2018,0.014998756,0.000611405,9.419107712,0.787605799,-0.084677453,0.126553608,-0.038668688,-0.027398963,-0.02164118,-0.0159983,-0.006925305,0.000352204,0.007714728,0.016245173,0.023211079,0.027690017,0.042329183,24.53161806,0.211231062,14.08323876,0.038668688,0.027398963,0.02164118,0.0159983,0.050335076,0.039821942,0.032145112,0.025242487,0.027622069,-0.308822159,-0.356151336,0.693661613
1.818950676,0.05582564,0.000445955,1.02655169,Stock,DFS,0.527313073,1005,10/21/2014,10/16/2018,0.01362404,0.000186164,4.16975249,-0.395143692,-0.083212041,0.078475225,-0.042880059,-0.027265104,-0.020149215,-0.014368871,-0.006952041,0.000421127,0.00819498,0.015759585,0.020199823,0.024471953,0.032535198,73.18300879,0.161687266,11.86779177,0.042880059,0.027265104,0.020149215,0.014368871,0.053533648,0.041683847,0.032622206,0.024939667,0.025886928,-0.342021489,-0.250589315,0.376986774
